City,Count of Customer ID,Customer Name,Customer Segment,Sum of Discount,Year,Quarter,Month,Day,Count of Order ID,Order Priority,Count of Postal Code,Sum of Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Sum of Profit,Sum of Quantity ordered new,Region,Count of Row ID,Sum of Sales,Year,Quarter,Month,Day,Ship Mode,Sum of Shipping Cost,State or Province,Sum of Unit Price
Twentynine Palms,1,Glenda Hunter,Corporate,0.02,2013,Qtr 1,March,28,1,Low,1,0.38,Office Supplies,Wrap Bag,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",Paper,74.20949999999999,10,West,1,107.55,2013,Qtr 2,April,4,Regular Air,1.79,California,10.31
Twentynine Palms,1,Glenda Hunter,Home Office,0.04,2010,Qtr 3,August,28,1,Medium,1,0.56,Office Supplies,Small Pack,"Fiskars 8"" Scissors, 2/Pack","Scissors, Rulers and Trimmers",47.73,7,West,1,119.6,2010,Qtr 3,August,31,Regular Air,3.26,California,17.24
Twentynine Palms,1,Glenda Hunter,Home Office,0.07,2013,Qtr 3,August,28,1,Medium,1,0.77,Furniture,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Tables,-293.11544000000004,10,West,1,1705.65,2013,Qtr 3,August,30,Delivery Truck,69.64,California,218.75
Twentynine Palms,1,Glenda Hunter,Home Office,0.08,2013,Qtr 3,August,28,1,Medium,1,0.79,Furniture,Large Box,Hon 2111 Invitation™ Series Corner Table,Tables,-687.4651200000001,25,West,1,4111.71,2013,Qtr 3,August,30,Regular Air,69,California,209.37
Twin Falls,1,Dana Rankin,Consumer,0.01,2010,Qtr 1,March,30,1,Low,1,0.7,Technology,Small Box,Microsoft Natural Keyboard Elite,Computer Peripherals,51.59000000000005,6,West,1,257.52,2010,Qtr 2,April,4,Regular Air,4,Idaho,39.98
Twin Falls,1,Dana Rankin,Consumer,0.06,2010,Qtr 2,May,21,1,Not Specified,1,0.57,Furniture,Large Box,"Lifetime Advantage™ Folding Chairs, 4/Carton",Chairs & Chairmats,969.42,7,West,1,1488.51,2010,Qtr 2,May,23,Express Air,18.06,Idaho,218.08
Twin Falls,1,Dana Rankin,Consumer,0.05,2010,Qtr 4,November,28,1,Not Specified,1,0.38,Office Supplies,Small Box,Xerox 1932,Paper,553.3317,23,West,1,801.93,2010,Qtr 4,November,29,Regular Air,5.09,Idaho,35.44
Twin Falls,1,Dana Rankin,Consumer,0.02,2011,Qtr 3,July,29,1,High,1,0.55,Office Supplies,Small Box,"Hot File® 7-Pocket, Floor Stand",Storage & Organization,1177.0295999999998,9,West,1,1705.84,2011,Qtr 3,July,30,Regular Air,19.99,Idaho,178.47
Twin Falls,1,Dana Rankin,Consumer,0,2011,Qtr 4,December,5,1,Not Specified,1,0.39,Office Supplies,Small Box,Avery 494,Labels,33.223499999999994,18,West,1,48.15,2011,Qtr 4,December,6,Regular Air,0.5,Idaho,2.61
Twin Falls,1,Dana Rankin,Consumer,0.05,2011,Qtr 4,December,15,1,High,1,0.55,Technology,Small Box,T39m,Telephones and Communication,1390.6191,16,West,1,2015.39,2011,Qtr 4,December,18,Regular Air,3.9,Idaho,155.99
Twin Falls,1,Dana Rankin,Consumer,0.1,2013,Qtr 4,October,25,1,High,1,0.77,Furniture,Jumbo Box,"Sauder Forest Hills Library, Woodland Oak Finish",Bookcases,-796.51,16,West,1,2048.74,2013,Qtr 4,October,27,Delivery Truck,36.09,Idaho,140.98
Twin Falls,1,Dana Rankin,Consumer,0.02,2013,Qtr 4,October,25,1,High,1,0.59,Technology,Small Box,Phone 918,Telephones and Communication,303.228,8,West,1,1441.35,2013,Qtr 4,October,27,Regular Air,5,Idaho,205.99
Tyler,1,Miriam Snow,Home Office,0.04,2013,Qtr 1,March,26,1,Critical,1,0.57,Office Supplies,Small Pack,Fiskars® Softgrip Scissors,"Scissors, Rulers and Trimmers",-7.78,2,Central,1,23.31,2013,Qtr 1,March,27,Regular Air,3.37,Texas,10.98
Tyler,1,Miriam Snow,Small Business,0.02,2013,Qtr 4,November,18,1,High,1,0.52,Office Supplies,Large Box,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Appliances,8752.0428,41,Central,1,12684.12,2013,Qtr 4,November,19,Regular Air,24.49,Texas,300.65
Tyler,1,Miriam Snow,Small Business,0.08,2013,Qtr 4,November,18,1,High,1,0.58,Office Supplies,Small Box,Staples 6 Outlet Surge,Appliances,15.469760000000008,36,Central,1,420.75,2013,Qtr 4,November,20,Regular Air,4.98,Texas,11.97
Tysons Corner,1,Shawn Stern,Home Office,0.06,2010,Qtr 4,October,9,1,Critical,1,0.59,Office Supplies,Small Pack,Acme® Office Executive Series Stainless Steel Trimmers,"Scissors, Rulers and Trimmers",105.678,11,South,1,94.97,2010,Qtr 4,October,10,Regular Air,6.14,Virginia,8.57
Tysons Corner,1,Shawn Stern,Home Office,0.1,2013,Qtr 4,October,9,1,Critical,1,0.38,Office Supplies,Wrap Bag,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Paper,5.267999999999999,13,South,1,468.69,2013,Qtr 4,October,11,Express Air,5.08,Virginia,37.94
Tysons Corner,1,Vicki Shannon,Corporate,0.01,2011,Qtr 4,November,22,1,High,1,0.39,Office Supplies,Small Box,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Envelopes,4133.016,11,South,1,120.26,2011,Qtr 4,November,24,Express Air,1.39,Virginia,9.78
Tysons Corner,1,Vicki Shannon,Corporate,0.01,2012,Qtr 4,December,18,1,High,1,0.7,Furniture,Jumbo Box,"Iceberg OfficeWorks 42"" Round Tables",Tables,-475.92999999999995,25,South,1,3782.29,2012,Qtr 4,December,20,Delivery Truck,16.01,Virginia,150.98
Tysons Corner,1,Vicki Shannon,Corporate,0.01,2012,Qtr 4,December,18,1,High,1,0.36,Office Supplies,Small Box,GBC Plastic Binding Combs,Binders and Binder Accessories,19.482,20,South,1,157.73,2012,Qtr 4,December,19,Regular Air,11.51,Virginia,7.38
Tysons Corner,1,Vicki Shannon,Corporate,0.1,2012,Qtr 4,December,18,1,High,1,0.35,Office Supplies,Wrap Bag,"""While you Were Out"" Message Book, One Form per Page",Paper,690.1979999999999,8,South,1,30.01,2012,Qtr 4,December,20,Express Air,1.93,Virginia,3.71
Tysons Corner,1,Vicki Shannon,Corporate,0.03,2013,Qtr 3,September,1,1,Not Specified,1,0.6,Technology,Medium Box,Bell Sonecor JB700 Caller ID,Telephones and Communication,320.57399999999996,22,South,1,148.67,2013,Qtr 3,September,3,Regular Air,5.03,Virginia,7.99
Union,1,Caroline Gibson,Small Business,0.01,2011,Qtr 4,October,30,1,High,1,0.37,Office Supplies,Small Box,Cardinal Holdit Business Card Pockets,Binders and Binder Accessories,-101.57075999999999,22,East,1,117.19,2011,Qtr 4,October,31,Regular Air,4.95,New Jersey,4.98
Union City,1,Arlene Weeks,Consumer,0.04,2010,Qtr 2,May,20,1,High,1,0.62,Furniture,Jumbo Box,"Bush Westfield Collection Bookcases, Fully Assembled",Bookcases,-152.76,1,East,1,110.75,2010,Qtr 2,May,21,Delivery Truck,35.84,New Jersey,100.98
University City,1,Frances Epstein,Corporate,0.08,2012,Qtr 1,February,4,1,Medium,1,0.59,Technology,Small Box,StarTAC 6500,Telephones and Communication,936.7854,13,Central,1,1357.66,2012,Qtr 1,February,6,Regular Air,8.8,Missouri,125.99
University City,1,Frances Epstein,Corporate,0.02,2013,Qtr 3,July,2,1,High,1,0.37,Office Supplies,Small Box,Computer Printout Paper with Letter-Trim Perforations,Paper,41.46368,8,Central,1,154.84,2013,Qtr 3,July,3,Regular Air,9.03,Missouri,18.97
University City,1,Nicole Reid,Corporate,0.07,2010,Qtr 3,August,6,1,High,1,0.39,Office Supplies,Wrap Bag,Riverleaf Stik-Withit® Designer Note Cubes®,Paper,33.189,5,Central,1,48.1,2010,Qtr 3,August,7,Regular Air,2.06,Missouri,10.06
University City,1,Nicole Reid,Corporate,0.02,2010,Qtr 3,August,6,1,High,1,0.66,Technology,Small Pack,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Computer Peripherals,-56.446,14,Central,1,74.01,2010,Qtr 3,August,7,Regular Air,4.93,Missouri,4.89
University City,1,Nicole Reid,Corporate,0.08,2013,Qtr 4,October,17,1,High,1,0.75,Technology,Small Pack,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",Computer Peripherals,-55.94,6,Central,1,35.73,2013,Qtr 4,October,18,Regular Air,4.38,Missouri,5.98
University City,1,Ted Crowder,Consumer,0.09,2010,Qtr 4,October,7,1,High,1,0.76,Technology,Small Box,Micro Innovations Media Access Pro Keyboard,Computer Peripherals,-387.1044,1,Central,1,77.47,2010,Qtr 4,October,9,Regular Air,4,Missouri,77.51
University City,1,Ted Crowder,Consumer,0.08,2011,Qtr 4,November,8,1,High,1,0.48,Furniture,Small Pack,Nu-Dell Executive Frame,Office Furnishings,1.3920000000000003,1,Central,1,16.73,2011,Qtr 4,November,9,Regular Air,4.98,Missouri,12.64
University City,1,Ted Crowder,Consumer,0.1,2013,Qtr 2,June,2,1,Not Specified,1,0.75,Technology,Small Box,"Micro Innovations Micro 3000 Keyboard, Black",Computer Peripherals,-101.784,12,Central,1,309.09,2013,Qtr 2,June,2,Regular Air,5.89,Missouri,26.31
University City,1,Ted Crowder,Consumer,0.1,2013,Qtr 3,August,30,1,Critical,1,0.37,Office Supplies,Small Box,GBC Linen Binding Covers,Binders and Binder Accessories,86.09609199999998,9,Central,1,274.66,2013,Qtr 3,August,31,Regular Air,11.63,Missouri,30.98
University City,1,Ted Crowder,Consumer,0.08,2013,Qtr 4,October,7,1,High,1,0.56,Technology,Small Box,KF 788,Telephones and Communication,314.83799999999997,23,Central,1,858.65,2013,Qtr 4,October,9,Express Air,4.99,Missouri,45.99
University City,1,Ted Crowder,Consumer,0.01,2013,Qtr 4,November,1,1,Low,1,0.44,Office Supplies,Wrap Bag,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",Pens & Art Supplies,119.60256000000001,40,Central,1,174.85,2013,Qtr 4,November,5,Regular Air,1.2,Missouri,4.26
University City,1,Ted Crowder,Consumer,0.04,2013,Qtr 4,December,19,1,High,1,0.38,Office Supplies,Small Box,Avery Printable Repositionable Plastic Tabs,Binders and Binder Accessories,-5.2164,2,Central,1,20.77,2013,Qtr 4,December,19,Regular Air,6.19,Missouri,8.6
Upper Arlington,1,Renee McKenzie,Corporate,0.06,2011,Qtr 4,October,4,1,Critical,1,0.7,Furniture,Jumbo Box,"Iceberg OfficeWorks 42"" Round Tables",Tables,102.163608,7,East,1,1060.53,2011,Qtr 4,October,4,Delivery Truck,16.01,Ohio,150.98
Upper Arlington,1,Renee McKenzie,Corporate,0.03,2012,Qtr 4,December,2,1,High,1,0.6,Furniture,Small Box,Eldon Expressions Mahogany Wood Desk Collection,Office Furnishings,-48.475,21,East,1,133.53,2012,Qtr 4,December,3,Regular Air,5.22,Ohio,6.24
Upper Arlington,1,Renee McKenzie,Corporate,0.06,2012,Qtr 4,December,2,1,High,1,0.36,Office Supplies,Small Box,Xerox 1893,Paper,19.815,6,East,1,245.34,2012,Qtr 4,December,2,Regular Air,17.48,Ohio,40.99
Upper Arlington,1,Renee McKenzie,Home Office,0.1,2010,Qtr 4,November,2,1,Critical,1,0.39,Office Supplies,Small Box,Avery 506,Labels,58.2636,18,East,1,84.44,2010,Qtr 4,November,4,Express Air,0.5,Ohio,4.13
Upper Arlington,1,Renee McKenzie,Home Office,0.08,2010,Qtr 4,November,2,1,Critical,1,0.74,Technology,Small Box,Microsoft Multimedia Keyboard,Computer Peripherals,10.680000000000014,26,East,1,758.97,2010,Qtr 4,November,3,Regular Air,4,Ohio,30.97
Upper Arlington,1,Renee McKenzie,Home Office,0.1,2013,Qtr 2,May,6,1,Low,1,0.38,Office Supplies,Small Box,"#10 White Business Envelopes,4 1/8 x 9 1/2",Envelopes,132.825,13,East,1,192.5,2013,Qtr 2,May,13,Regular Air,1.39,Ohio,15.67
Upper Arlington,1,Renee McKenzie,Home Office,0.07,2013,Qtr 2,May,6,1,Low,1,0.38,Office Supplies,Wrap Bag,OIC Thumb-Tacks,Rubber Bands,-3.19,10,East,1,11.04,2013,Qtr 2,May,11,Regular Air,0.7,Ohio,1.14
Upper Saint Clair,1,Greg Malone,Small Business,0.05,2013,Qtr 2,April,21,1,High,1,0.56,Furniture,Jumbo Drum,"Global Deluxe Stacking Chair, Gray",Chairs & Chairmats,64.81,5,East,1,255.39,2013,Qtr 2,April,22,Delivery Truck,14.19,Pennsylvania,50.98
Upper Saint Clair,1,Greg Malone,Small Business,0.08,2013,Qtr 2,April,21,1,High,1,0.6,Office Supplies,Small Box,"Belkin 325VA UPS Surge Protector, 6'",Appliances,958.4445,12,East,1,1389.05,2013,Qtr 2,April,21,Regular Air,3.99,Pennsylvania,120.98
Upper Saint Clair,1,Greg Malone,Small Business,0.03,2013,Qtr 2,April,21,1,High,1,0.66,Technology,Small Pack,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Computer Peripherals,-148.77,10,East,1,50.06,2013,Qtr 2,April,22,Regular Air,4.93,Pennsylvania,4.89
Upper Saint Clair,1,Sara Sykes Davies,Consumer,0.1,2011,Qtr 2,April,6,1,Critical,1,0.7,Furniture,Jumbo Box,"Iceberg OfficeWorks 42"" Round Tables",Tables,-364.8733660000001,3,East,1,423.57,2011,Qtr 2,April,7,Delivery Truck,16.01,Pennsylvania,150.98
Upper Saint Clair,1,Sara Sykes Davies,Consumer,0.05,2011,Qtr 3,September,9,1,High,1,0.69,Furniture,Jumbo Drum,Hon Valutask™ Swivel Chairs,Chairs & Chairmats,-728.18,16,East,1,1600.94,2011,Qtr 3,September,10,Delivery Truck,45,Pennsylvania,100.98
Upper Saint Clair,1,Sara Sykes Davies,Consumer,0.02,2011,Qtr 3,September,9,1,High,1,0.44,Furniture,Small Box,Howard Miller Distant Time Traveler Alarm Clock,Office Furnishings,-125.79,20,East,1,546.48,2011,Qtr 3,September,9,Regular Air,19.46,Pennsylvania,27.42
Upper Saint Clair,1,Sara Sykes Davies,Consumer,0,2012,Qtr 3,August,20,1,Medium,1,0.37,Office Supplies,Small Box,Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,-4.0768,3,East,1,64.28,2012,Qtr 3,August,21,Regular Air,8.68,Pennsylvania,19.98
Urbana,1,Alice Coley,Small Business,0.05,2010,Qtr 4,November,14,1,Medium,1,0.39,Office Supplies,Small Box,GBC Recycled Regency Composition Covers,Binders and Binder Accessories,159.52970000000005,7,Central,1,414.49,2010,Qtr 4,November,15,Regular Air,10.29,Illinois,59.78
Urbana,1,Nelson Coley,Corporate,0.04,2012,Qtr 4,October,10,1,Not Specified,1,0.8,Office Supplies,Large Box,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Storage & Organization,-355.8492,3,Central,1,874.1,2012,Qtr 4,October,12,Express Air,35,Illinois,279.48
Urbana,1,Nelson Coley,Corporate,0.07,2013,Qtr 1,March,10,1,Not Specified,1,0.39,Office Supplies,Small Box,Avery 491,Labels,32.933699999999995,12,Central,1,47.73,2013,Qtr 1,March,11,Regular Air,0.99,Illinois,4.13
Urbana,1,Nelson Coley,Corporate,0.05,2013,Qtr 3,August,5,1,Medium,1,0.37,Office Supplies,Small Box,Xerox 20,Paper,-23.375120000000003,10,Central,1,67.48,2013,Qtr 3,August,7,Regular Air,6.57,Illinois,6.48
Urbana,1,Thelma Abrams,Small Business,0,2010,Qtr 4,November,25,1,Critical,1,0.42,Furniture,Wrap Bag,"Master Giant Foot® Doorstop, Safety Yellow",Office Furnishings,86.438,43,Central,1,355.92,2010,Qtr 4,November,28,Regular Air,4,Illinois,7.59
Urbana,1,Thelma Abrams,Small Business,0.09,2013,Qtr 4,November,25,1,Critical,1,0.68,Office Supplies,Small Box,"Perma STOR-ALL™ Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Storage & Organization,48.701440000000005,28,Central,1,161.18,2013,Qtr 4,November,25,Regular Air,4.69,Illinois,5.98
Urbandale,1,Vivian Hunt,Home Office,0.06,2011,Qtr 3,July,15,1,Medium,1,0.71,Office Supplies,Small Box,Fellowes Staxonsteel® Drawer Files,Storage & Organization,489.02,11,Central,1,2003.66,2011,Qtr 3,July,16,Regular Air,19.99,Iowa,193.17
Urbandale,1,Vivian Hunt,Home Office,0.07,2011,Qtr 3,July,25,1,Medium,1,0.57,Technology,Jumbo Drum,Panasonic KX-P3200 Dot Matrix Printer,Office Machines,935.8000000000005,7,Central,1,1937.64,2011,Qtr 3,July,28,Delivery Truck,14.7,Iowa,297.64
Urbandale,1,Vivian Hunt,Home Office,0.08,2011,Qtr 4,November,4,1,High,1,0.47,Furniture,Small Pack,"Executive Impressions 12"" Wall Clock",Office Furnishings,112.992,20,Central,1,359.83,2011,Qtr 4,November,6,Express Air,8.99,Iowa,17.67
Urbandale,1,Vivian Hunt,Home Office,0.1,2011,Qtr 4,November,21,1,Not Specified,1,0.36,Technology,Large Box,Sharp AL-1530CS Digital Copier,Copiers and Fax,75.85800000000006,34,Central,1,16243.17,2011,Qtr 4,November,22,Express Air,24.49,Iowa,499.99
Urbandale,1,Vivian Hunt,Home Office,0,2012,Qtr 1,February,16,1,Not Specified,1,0.51,Furniture,Small Pack,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Office Furnishings,9.252899999999999,1,Central,1,13.41,2012,Qtr 1,February,17,Regular Air,5.4,Iowa,10.4
Urbandale,1,Vivian Hunt,Home Office,0.01,2012,Qtr 1,February,16,1,Not Specified,1,0.36,Office Supplies,Small Box,Wausau Papers Astrobrights® Colored Envelopes,Envelopes,39.63,10,Central,1,60.47,2012,Qtr 1,February,17,Regular Air,2.5,Iowa,5.98
Utica,1,Anna Wood,Consumer,0.01,2010,Qtr 3,July,6,1,Medium,1,0.39,Office Supplies,Wrap Bag,Riverleaf Stik-Withit® Designer Note Cubes®,Paper,7.59,2,East,1,21.2,2010,Qtr 3,July,8,Regular Air,2.06,New York,10.06
Utica,1,Anna Wood,Consumer,0,2010,Qtr 3,July,6,1,Medium,1,0.55,Technology,Small Box,252,Telephones and Communication,-107.987,3,East,1,173.32,2010,Qtr 3,July,8,Regular Air,5.92,New York,65.99
Utica,1,Anna Wood,Consumer,0.09,2013,Qtr 1,February,21,1,Critical,1,0.59,Technology,Small Box,2160i,Telephones and Communication,-215.33599999999998,3,East,1,485.05,2013,Qtr 1,February,22,Regular Air,4.2,New York,200.99
Utica,1,Anna Wood,Consumer,0.04,2013,Qtr 3,July,6,1,Medium,1,0.58,Technology,Small Box,CF 688,Telephones and Communication,1327.9670999999998,14,East,1,1924.59,2013,Qtr 3,July,7,Regular Air,8.99,New York,155.99
Utica,1,Anna Wood,Consumer,0.01,2013,Qtr 4,November,12,1,Medium,1,0.8,Office Supplies,Large Box,Space Solutions Commercial Steel Shelving,Storage & Organization,151.48208000000005,9,East,1,603.03,2013,Qtr 4,November,14,Express Air,35,New York,64.65
Utica,1,Anna Wood,Corporate,0,2013,Qtr 3,July,18,1,Critical,1,0.65,Furniture,Jumbo Box,Hon iLevel™ Computer Training Table,Tables,-1807.174512,15,East,1,497.42,2013,Qtr 3,July,20,Delivery Truck,45.51,New York,31.76
Utica,1,Anna Wood,Home Office,0.05,2010,Qtr 4,December,2,1,Medium,1,0.55,Office Supplies,Small Pack,Kleencut® Forged Office Shears by Acme United Corporation,"Scissors, Rulers and Trimmers",-36.25,20,East,1,42.29,2010,Qtr 4,December,3,Regular Air,2.56,New York,2.08
Vacaville,1,Katie Watson,Corporate,0.1,2012,Qtr 1,February,7,1,Not Specified,1,0.85,Office Supplies,Large Box,Belkin OmniView SE Rackmount Kit,Storage & Organization,-1191.13,10,West,1,340.42,2012,Qtr 1,February,7,Express Air,35,California,35.48
Vacaville,1,Norman Shields,Corporate,0.05,2010,Qtr 2,June,3,1,Low,1,0.66,Office Supplies,Small Box,Fellowes Super Stor/Drawer® Files,Storage & Organization,1892.424,19,West,1,3127.69,2010,Qtr 2,June,8,Regular Air,19.99,California,161.55
Vacaville,1,Norman Shields,Corporate,0.01,2010,Qtr 3,September,22,1,High,1,0.76,Furniture,Jumbo Box,Hon 94000 Series Round Tables,Tables,173.48,9,West,1,2875.72,2010,Qtr 3,September,25,Delivery Truck,54.12,California,296.18
Vacaville,1,Norman Shields,Corporate,0.09,2010,Qtr 3,September,22,1,High,1,0.36,Office Supplies,Small Box,Avery 493,Labels,28.8558,9,West,1,41.82,2010,Qtr 3,September,23,Regular Air,0.5,California,4.91
Vacaville,1,Norman Shields,Corporate,0.05,2013,Qtr 2,April,15,1,Medium,1,0.43,Furniture,Wrap Bag,Flat Face Poster Frame,Office Furnishings,170.8233,13,West,1,247.57,2013,Qtr 2,April,17,Regular Air,3.62,California,18.84
Vallejo,1,Wallace Werner,Corporate,0.06,2010,Qtr 3,September,4,1,Medium,1,0.57,Technology,Small Box,2180,Telephones and Communication,2031.507,23,West,1,3363.53,2010,Qtr 3,September,6,Regular Air,8.99,California,175.99
Vallejo,1,Wallace Werner,Corporate,0.08,2012,Qtr 1,February,7,1,Not Specified,1,0.58,Office Supplies,Small Pack,"Boston School Pro Electric Pencil Sharpener, 1670",Pens & Art Supplies,19.57,13,West,1,373.01,2012,Qtr 1,February,9,Regular Air,8.99,California,30.98
Vallejo,1,Wallace Werner,Corporate,0.07,2012,Qtr 1,February,7,1,Not Specified,1,0.52,Technology,Small Box,US Robotics 56K V.92 External Faxmodem,Computer Peripherals,-95.52,3,West,1,307.29,2012,Qtr 1,February,7,Regular Air,19.99,California,99.99
Vallejo,1,Wallace Werner,Corporate,0.05,2012,Qtr 3,September,8,1,Low,1,0.43,Furniture,Small Box,Eldon® Wave Desk Accessories,Office Furnishings,-5.87,3,West,1,13.66,2012,Qtr 3,September,10,Express Air,5.33,California,2.08
Vallejo,1,Wallace Werner,Corporate,0.08,2012,Qtr 3,September,8,1,Low,1,0.58,Office Supplies,Small Box,"Decoflex Hanging Personal Folder File, Blue",Storage & Organization,-231.34,21,West,1,314.17,2012,Qtr 3,September,13,Express Air,10.68,California,15.42
Vallejo,1,Wallace Werner,Home Office,0.07,2010,Qtr 2,May,17,1,High,1,0.44,Office Supplies,Wrap Bag,Prismacolor Color Pencil Set,Pens & Art Supplies,117.852,9,West,1,170.8,2010,Qtr 2,May,18,Regular Air,4.1,California,19.84
Vallejo,1,Wallace Werner,Home Office,0.05,2010,Qtr 3,August,18,1,Medium,1,0.36,Office Supplies,Wrap Bag,Array® Memo Cubes,Paper,34.010400000000004,10,West,1,53.54,2010,Qtr 3,August,20,Regular Air,2.04,California,5.18
Valley Stream,1,Holly Carey,Home Office,0.01,2012,Qtr 2,April,13,1,Not Specified,1,0.36,Office Supplies,Small Box,Avery 49,Labels,21.735,11,East,1,31.5,2012,Qtr 2,April,14,Regular Air,0.5,New York,2.88
Valley Stream,1,Milton Clarke,Consumer,0.08,2011,Qtr 1,February,21,1,Critical,1,0.59,Office Supplies,Small Pack,Sanford 52201 APSCO Electric Pencil Sharpener,Pens & Art Supplies,176.13,11,East,1,429.3,2011,Qtr 1,February,22,Regular Air,8.99,New York,40.97
Valley Stream,1,Milton Clarke,Consumer,0.03,2011,Qtr 3,September,20,1,Not Specified,1,0.55,Office Supplies,Wrap Bag,Newell 312,Pens & Art Supplies,10.96,6,East,1,36.92,2011,Qtr 3,September,22,Regular Air,1.2,New York,5.84
Valley Stream,1,Milton Clarke,Consumer,0.04,2013,Qtr 3,September,20,1,Not Specified,1,0.58,Office Supplies,Small Box,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Storage & Organization,-22.871199999999998,4,East,1,68.71,2013,Qtr 3,September,21,Regular Air,6.25,New York,16.91
Valley Stream,1,Milton Clarke,Home Office,0.08,2011,Qtr 3,July,27,1,Not Specified,1,0.44,Furniture,Small Pack,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Office Furnishings,173.94,14,East,1,304.09,2011,Qtr 3,July,29,Regular Air,8.99,New York,22.72
Valley Stream,1,Milton Clarke,Home Office,0.01,2012,Qtr 1,February,12,1,Not Specified,1,0.69,Furniture,Jumbo Box,Bevis Rectangular Conference Tables,Tables,-352.789866,10,East,1,1545.11,2012,Qtr 1,February,14,Delivery Truck,46.2,New York,145.98
Valparaiso,1,Miriam Greenberg,Consumer,0.07,2010,Qtr 2,April,22,1,Low,1,0.36,Office Supplies,Wrap Bag,"Wirebound Message Book, 4 per Page",Paper,26.502899999999997,7,Central,1,38.41,2010,Qtr 2,April,26,Regular Air,0.95,Indiana,5.43
Valparaiso,1,Miriam Greenberg,Consumer,0.02,2010,Qtr 3,July,3,1,Low,1,0.39,Office Supplies,Wrap Bag,Riverleaf Stik-Withit® Designer Note Cubes®,Paper,90.6246,13,Central,1,131.34,2010,Qtr 3,July,8,Regular Air,2.06,Indiana,10.06
Valparaiso,1,Miriam Greenberg,Consumer,0,2011,Qtr 4,December,2,1,Low,1,0.65,Furniture,Jumbo Box,Hon iLevel™ Computer Training Table,Tables,-524.124,17,Central,1,604.61,2011,Qtr 4,December,4,Delivery Truck,45.51,Indiana,31.76
Valparaiso,1,Miriam Greenberg,Consumer,0.07,2011,Qtr 4,December,2,1,Low,1,0.42,Office Supplies,Medium Box,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Appliances,2536.0811999999996,17,Central,1,3675.48,2011,Qtr 4,December,2,Express Air,11.79,Indiana,225.04
Valparaiso,1,Miriam Greenberg,Consumer,0,2011,Qtr 4,December,2,1,Low,1,0.54,Office Supplies,Wrap Bag,SANFORD Liquid Accent™ Tank-Style Highlighters,Pens & Art Supplies,6.51,10,Central,1,29.41,2011,Qtr 4,December,2,Regular Air,0.93,Indiana,2.84
Valparaiso,1,Miriam Greenberg,Corporate,0.03,2010,Qtr 4,October,2,1,Not Specified,1,0.6,Furniture,Large Box,Telescoping Adjustable Floor Lamp,Office Furnishings,-20.876399999999997,12,Central,1,251.61,2010,Qtr 4,October,3,Regular Air,11.17,Indiana,19.99
Valparaiso,1,Miriam Greenberg,Corporate,0.1,2012,Qtr 4,December,4,1,High,1,0.4,Technology,Small Pack,"Memorex 4.7GB DVD+RW, 3/Pack",Computer Peripherals,389.0978999999999,22,Central,1,563.91,2012,Qtr 4,December,6,Regular Air,1.99,Indiana,28.48
Van Buren,1,Allan Dickinson,Corporate,0.1,2010,Qtr 2,April,5,1,Not Specified,1,0.41,Office Supplies,Wrap Bag,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Pens & Art Supplies,-89.572,11,South,1,379.72,2010,Qtr 2,April,7,Regular Air,13.89,Arkansas,36.55
Van Buren,1,Allan Dickinson,Corporate,0.09,2012,Qtr 4,November,5,1,Not Specified,1,0.49,Furniture,Small Box,"Eldon® Image Series Desk Accessories, Burgundy",Office Furnishings,-483.504,9,South,1,43.2,2012,Qtr 4,November,7,Regular Air,6.92,Arkansas,4.18
Van Buren,1,Allan Dickinson,Corporate,0.1,2013,Qtr 4,November,28,1,Medium,1,0.37,Office Supplies,Small Box,Xerox 1905,Paper,20.652,4,South,1,34.27,2013,Qtr 4,November,30,Regular Air,9.54,Arkansas,6.48
Van Buren,1,Maxine Fletcher,Small Business,0.02,2012,Qtr 3,July,20,1,Critical,1,0.37,Office Supplies,Small Box,Avery 481,Labels,-387.632,2,South,1,6.73,2012,Qtr 3,July,22,Regular Air,0.99,Arkansas,3.08
