City Name,Customer ID,Customer Name,Customer Segment,Sum of Discount,First Name,Manager Performance Class,Year,Quarter,Month,Day,Count of Order ID,Product Category,Product Container,Product Name,Product Sub-Category,Sum of Profit,Region Code,Sum of Sales,Year,Quarter,Month,Day,Ship Mode,Sum of Shipping Cost,State,Sum of Unit Price,Count of Zip Code
San Jose,274,Valerie Rice,Corporate,0.09,William,Low,2013,Qtr 2,May,24,1,Office Supplies,Wrap Bag,Staples Metal Binder Clips,Rubber Bands,6.46,WEST,12.77,2013,Qtr 2,May,26,Regular Air,0.8,California,2.62,1
San Luis Obispo,417,Mike Pollard,Small Business,0.1,William,Low,2012,Qtr 1,March,16,1,Office Supplies,Small Box,Hanging Personal Folder File,Storage & Organization,-156.76,WEST,108.13,2012,Qtr 1,March,16,Regular Air,11.25,California,15.7,1
San Luis Obispo,417,Mike Pollard,Small Business,0.07,William,Low,2012,Qtr 3,August,4,1,Office Supplies,Wrap Bag,Assorted Color Push Pins,Rubber Bands,-1.3624,WEST,5.58,2012,Qtr 3,August,5,Regular Air,0.75,California,1.81,1
San Luis Obispo,417,Mike Pollard,Small Business,0.02,William,Low,2012,Qtr 3,August,4,1,Office Supplies,Wrap Bag,Newell 343,Pens & Art Supplies,18.7812,WEST,62.36,2012,Qtr 3,August,6,Express Air,0.96,California,2.94,1
San Luis Obispo,417,Mike Pollard,Small Business,0.04,William,Low,2013,Qtr 3,July,20,1,Furniture,Large Box,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Office Furnishings,600.231,WEST,869.9,2013,Qtr 3,July,29,Regular Air,21.21,California,209.84,1
San Luis Obispo,417,Mike Pollard,Small Business,0.01,William,Low,2013,Qtr 3,July,20,1,Office Supplies,Small Box,Avery 506,Labels,21.452099999999998,WEST,31.09,2013,Qtr 3,July,27,Regular Air,0.5,California,4.13,1
San Luis Obispo,417,Mike Pollard,Small Business,0.04,William,Low,2013,Qtr 3,August,14,1,Office Supplies,Small Box,Cardinal Poly Pocket Divider Pockets for Ring Binders,Binders and Binder Accessories,-10.839348000000001,WEST,13.54,2013,Qtr 3,August,16,Regular Air,6.27,California,3.36,1
San Mateo,418,Lester Cho,Small Business,0.04,William,Low,2011,Qtr 1,January,17,1,Office Supplies,Small Pack,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L","Scissors, Rulers and Trimmers",-101.122,WEST,140.63,2011,Qtr 1,January,18,Regular Air,7.59,California,13.9,1
San Mateo,418,Lester Cho,Small Business,0,William,Low,2011,Qtr 2,May,13,1,Office Supplies,Small Box,Xerox 197,Paper,65.01,WEST,489.69,2011,Qtr 2,May,17,Regular Air,17.08,California,30.98,1
San Mateo,418,Lester Cho,Small Business,0.04,William,Low,2011,Qtr 2,May,13,1,Technology,Jumbo Drum,Okidata ML184 Turbo Dot Matrix Printers,Office Machines,1494.01,WEST,2760.4,2011,Qtr 2,May,20,Delivery Truck,26.53,California,306.14,1
San Mateo,418,Lester Cho,Small Business,0.03,William,Low,2011,Qtr 4,October,10,1,Office Supplies,Small Box,Xerox 1920,Paper,-36.666000000000004,WEST,28.58,2011,Qtr 4,October,15,Regular Air,7.5,California,5.98,1
San Ramon,430,Harvey Barrett,Corporate,0.03,William,Low,2012,Qtr 3,September,3,1,Office Supplies,Large Box,Honeywell Enviracaire® Portable Air Cleaner for up to 8 x 10 Room,Appliances,541.92,WEST,1813.68,2012,Qtr 3,September,4,Regular Air,19.95,California,76.72,1
San Ramon,430,Harvey Barrett,Corporate,0.1,William,Low,2012,Qtr 3,September,3,1,Office Supplies,Small Box,Staples® General Use 3-Ring Binders,Binders and Binder Accessories,-15.1225,WEST,26.06,2012,Qtr 3,September,5,Regular Air,1.49,California,1.88,1
San Ramon,430,Harvey Barrett,Small Business,0,William,Low,2011,Qtr 4,November,5,1,Office Supplies,Small Box,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Binders and Binder Accessories,7.440500000000007,WEST,192.28,2011,Qtr 4,November,6,Regular Air,5.48,California,6.81,1
San Ramon,430,Harvey Barrett,Small Business,0.02,William,Low,2013,Qtr 2,May,5,1,Furniture,Jumbo Drum,Office Star - Task Chair with Contemporary Loop Arms,Chairs & Chairmats,195.04,WEST,1493.63,2013,Qtr 2,May,5,Delivery Truck,30,California,90.98,1
San Ramon,430,Harvey Barrett,Small Business,0.09,William,Low,2013,Qtr 2,June,1,1,Office Supplies,Small Box,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Binders and Binder Accessories,136.8132,WEST,198.28,2013,Qtr 2,June,8,Regular Air,1.49,California,12.97,1
San Ramon,430,Harvey Barrett,Small Business,0.06,William,Low,2013,Qtr 2,June,1,1,Technology,Small Pack,Fuji Slim Jewel Case CD-R,Computer Peripherals,-20.52,WEST,22.76,2013,Qtr 2,June,6,Express Air,1.99,California,2.12,1
Sanford,3155,Julian Keith Mayer,Consumer,0.05,Sam,Low,2010,Qtr 4,October,19,1,Technology,Small Box,Gyration RF Keyboard,Computer Peripherals,12.264000000000001,SOUTH,3600.65,2010,Qtr 4,October,21,Regular Air,5.5,Florida,159.99,1
Sanford,3155,Julian Keith Mayer,Consumer,0.02,Sam,Low,2012,Qtr 1,February,26,1,Office Supplies,Small Box,Ibico Laser Imprintable Binding System Covers,Binders and Binder Accessories,0.852,SOUTH,107.31,2012,Qtr 1,February,26,Regular Air,16.11,Florida,52.4,1
Sanford,3155,Julian Keith Mayer,Corporate,0.02,Sam,Low,2010,Qtr 1,January,20,1,Office Supplies,Small Box,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Appliances,-193.914,SOUTH,541.76,2010,Qtr 1,January,21,Regular Air,3.5,Florida,60.22,1
Sanford,3155,Julian Keith Mayer,Corporate,0.03,Sam,Low,2010,Qtr 1,January,26,1,Furniture,Jumbo Drum,"Global Stack Chair without Arms, Black",Chairs & Chairmats,57.546,SOUTH,107.66,2010,Qtr 1,January,27,Delivery Truck,14.36,Florida,25.98,1
Sanford,3155,Julian Keith Mayer,Corporate,0.1,Sam,Low,2010,Qtr 1,January,26,1,Office Supplies,Large Box,Fellowes Neat Ideas® Storage Cubes,Storage & Organization,-333.4254,SOUTH,318.83,2010,Qtr 1,January,27,Regular Air,35,Florida,32.48,1
Sanford,3155,Julian Keith Mayer,Corporate,0.07,Sam,Low,2013,Qtr 3,August,12,1,Office Supplies,Small Box,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Paper,6.48,SOUTH,1020.2,2013,Qtr 3,August,14,Regular Air,19.99,Florida,40.99,1
Santa Ana,431,Claude Meyer,Corporate,0.03,William,Low,2012,Qtr 4,December,3,1,Technology,Small Box,252,Telephones and Communication,671.8598999999999,WEST,973.71,2012,Qtr 4,December,10,Regular Air,5.92,California,65.99,1
Santa Ana,431,Claude Meyer,Small Business,0.1,William,Low,2012,Qtr 4,November,21,1,Office Supplies,Small Box,Surelock™ Post Binders,Binders and Binder Accessories,62.34580000000001,WEST,147.15,2012,Qtr 4,November,22,Regular Air,2.99,California,30.56,1
Santa Ana,431,Claude Meyer,Small Business,0,William,Low,2012,Qtr 4,November,21,1,Technology,Small Box,Keytronic 105-Key Spanish Keyboard,Computer Peripherals,34.73200000000003,WEST,972.26,2012,Qtr 4,November,22,Regular Air,12.14,California,73.98,1
Santa Ana,542,Jim Shah,Home Office,0.03,William,Low,2011,Qtr 2,May,10,1,Furniture,Jumbo Box,Hon 61000 Series Interactive Training Tables,Tables,-1052.79,WEST,439.7,2011,Qtr 2,May,11,Delivery Truck,46.59,California,44.43,1
Santa Ana,542,Jim Shah,Home Office,0.05,William,Low,2012,Qtr 1,March,3,1,Technology,Wrap Bag,Accessory25,Telephones and Communication,150.16469999999998,WEST,217.63,2012,Qtr 1,March,5,Regular Air,0.99,California,20.99,1
Santa Ana,542,Jim Shah,Home Office,0.1,William,Low,2012,Qtr 3,July,14,1,Technology,Small Box,Logitech Access Keyboard,Computer Peripherals,-47.36,WEST,30.67,2012,Qtr 3,July,19,Regular Air,4,California,15.98,1
Santa Ana,542,Jim Shah,Home Office,0,William,Low,2012,Qtr 4,December,21,1,Office Supplies,Wrap Bag,Prang Drawing Pencil Set,Pens & Art Supplies,17.115000000000002,WEST,57.72,2012,Qtr 4,December,23,Regular Air,1.34,California,2.78,1
Santa Barbara,543,Theodore Goldstein,Home Office,0.03,William,Low,2012,Qtr 2,June,3,1,Office Supplies,Small Box,Brown Kraft Recycled Envelopes,Envelopes,-18.48,WEST,29.19,2012,Qtr 2,June,5,Regular Air,12.39,California,16.98,1
Santa Barbara,543,Theodore Goldstein,Home Office,0,William,Low,2013,Qtr 4,November,22,1,Technology,Small Box,TimeportP7382,Telephones and Communication,195.991488,WEST,2033.98,2013,Qtr 4,November,29,Express Air,8.99,California,205.99,1
Santa Clara,544,Doris Starr,Home Office,0.08,William,Low,2011,Qtr 3,July,27,1,Office Supplies,Wrap Bag,Newell 307,Pens & Art Supplies,-8.95,WEST,22.67,2011,Qtr 3,July,28,Regular Air,0.83,California,1.82,1
Santa Clara,544,Doris Starr,Home Office,0.03,William,Low,2012,Qtr 2,June,3,1,Office Supplies,Medium Box,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Appliances,615.5559,WEST,892.11,2012,Qtr 2,June,5,Express Air,11.79,California,225.04,1
Santa Clara,544,Doris Starr,Home Office,0.05,William,Low,2012,Qtr 2,June,3,1,Technology,Medium Box,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Office Machines,-35.44032,WEST,155.59,2012,Qtr 2,June,8,Regular Air,5.76,California,9.49,1
Santa Clara,544,Doris Starr,Home Office,0.03,William,Low,2013,Qtr 3,July,27,1,Office Supplies,Small Box,Avery 508,Labels,1.4144,WEST,5.05,2013,Qtr 3,July,29,Regular Air,0.5,California,4.91,1
Santa Clara,544,Doris Starr,Home Office,0,William,Low,2013,Qtr 4,October,9,1,Office Supplies,Wrap Bag,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Paper,74.83,WEST,122.43,2013,Qtr 4,October,9,Regular Air,1.46,California,5.68,1
Santa Clara,544,Doris Starr,Home Office,0.02,William,Low,2013,Qtr 4,October,9,1,Office Supplies,Wrap Bag,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",Paper,83.16,WEST,133,2013,Qtr 4,October,11,Regular Air,2.27,California,10.14,1
Santa Clara,637,Christopher Bryant,Consumer,0.06,William,Low,2010,Qtr 1,March,20,1,Furniture,Jumbo Box,Rush Hierlooms Collection Rich Wood Bookcases,Bookcases,-229.68,WEST,1232.01,2010,Qtr 1,March,24,Delivery Truck,35.02,California,160.98,1
Santa Clara,637,Christopher Bryant,Consumer,0.01,William,Low,2011,Qtr 3,August,31,1,Office Supplies,Small Box,Avery 49,Labels,33.603,WEST,48.7,2011,Qtr 3,September,2,Regular Air,0.5,California,2.88,1
Santa Clara,637,Christopher Bryant,Consumer,0.01,William,Low,2011,Qtr 4,November,19,1,Office Supplies,Small Box,Acco Perma® 3000 Stacking Storage Drawers,Storage & Organization,246.88400000000001,WEST,901.89,2011,Qtr 4,November,21,Regular Air,5.42,California,20.98,1
Santa Clara,637,Christopher Bryant,Consumer,0.1,William,Low,2011,Qtr 4,November,19,1,Office Supplies,Wrap Bag,"Ampad® Evidence® Wirebond Steno Books, 6"" x 9""",Paper,16.216000000000008,WEST,32.67,2011,Qtr 4,November,21,Regular Air,7.09,California,2.18,1
Santa Clara,637,Christopher Bryant,Consumer,0.07,William,Low,2011,Qtr 4,December,30,1,Furniture,Jumbo Drum,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Chairs & Chairmats,-211.885,WEST,2699.94,2012,Qtr 1,January,16,Delivery Truck,30,California,130.98,1
Santa Clara,637,Christopher Bryant,Consumer,0.09,William,Low,2011,Qtr 4,December,30,1,Office Supplies,Small Box,Xerox 1908,Paper,355.01189999999997,WEST,514.51,2012,Qtr 1,January,10,Regular Air,4.86,California,55.98,1
Santa Clara,637,Christopher Bryant,Consumer,0.08,William,Low,2011,Qtr 4,December,30,1,Technology,Small Box,282,Telephones and Communication,1021.4001,WEST,1480.29,2012,Qtr 1,January,27,Regular Air,4.23,California,115.99,1
Santa Clara,637,Christopher Bryant,Consumer,0.01,William,Medium,2012,Qtr 4,November,7,1,Office Supplies,Small Box,Multimedia Mailers,Envelopes,4024.0523999999996,WEST,5831.96,2012,Qtr 4,November,8,Regular Air,19.99,California,162.93,1
Santa Cruz,638,Brooke Shepherd,Consumer,0.06,William,Low,2010,Qtr 2,April,30,1,Technology,Small Box,6120,Telephones and Communication,288.09,WEST,506.38,2010,Qtr 2,May,1,Express Air,8.8,California,65.99,1
Santa Cruz,638,Brooke Shepherd,Consumer,0,William,Low,2010,Qtr 2,April,30,1,Technology,Small Box,KH 688,Telephones and Communication,719.4767999999999,WEST,1042.72,2010,Qtr 2,May,2,Express Air,4.2,California,195.99,1
Santa Cruz,638,Brooke Shepherd,Consumer,0.04,William,Low,2012,Qtr 2,May,3,1,Office Supplies,Wrap Bag,Sanford Pocket Accent® Highlighters,Pens & Art Supplies,-8.44,WEST,15.69,2012,Qtr 2,May,5,Express Air,1.29,California,1.6,1
Santa Cruz,638,Brooke Shepherd,Consumer,0.04,William,Low,2012,Qtr 2,May,3,1,Technology,Small Box,V 3600 Series,Telephones and Communication,398.223,WEST,899.01,2012,Qtr 2,May,4,Regular Air,8.99,California,65.99,1
Santa Cruz,638,Brooke Shepherd,Consumer,0.05,William,Low,2012,Qtr 2,June,12,1,Furniture,Medium Box,DAX Solid Wood Frames,Office Furnishings,8.4,WEST,48.72,2012,Qtr 2,June,19,Regular Air,6.02,California,9.77,1
Santa Maria,639,Lois Rowland,Consumer,0,William,Low,2010,Qtr 1,February,14,1,Furniture,Jumbo Box,Chromcraft Rectangular Conference Tables,Tables,1192.04,WEST,1769.91,2010,Qtr 1,February,15,Delivery Truck,59.24,California,236.97,1
Santa Maria,639,Lois Rowland,Consumer,0.04,William,Low,2013,Qtr 1,February,18,1,Furniture,Jumbo Box,Bush Advantage Collection® Round Conference Table,Tables,-776.72,WEST,513.87,2013,Qtr 1,February,25,Delivery Truck,110.2,California,212.6,1
Santa Maria,639,Lois Rowland,Consumer,0.1,William,Low,2013,Qtr 1,February,18,1,Technology,Small Pack,Accessory36,Telephones and Communication,-300.388,WEST,46.67,2013,Qtr 1,February,18,Regular Air,5,California,55.99,1
Santa Maria,700,Joseph Grossman,Consumer,0.1,William,Low,2010,Qtr 4,November,20,1,Office Supplies,Wrap Bag,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",Pens & Art Supplies,33.924,WEST,87.89,2010,Qtr 4,November,21,Regular Air,1.2,California,4.26,1
Santa Monica,701,Christine Gardner,Consumer,0.05,William,Low,2011,Qtr 3,July,9,1,Furniture,Large Box,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Tables,-1730.3,WEST,719.95,2011,Qtr 3,July,9,Regular Air,69,California,71.37,1
Santa Monica,701,Christine Gardner,Consumer,0.04,William,Low,2011,Qtr 3,July,9,1,Office Supplies,Wrap Bag,Standard Line™ “While You Were Out” Hardbound Telephone Message Book,Paper,40.11,WEST,107.81,2011,Qtr 3,July,10,Regular Air,8.32,California,21.98,1
Santa Monica,701,Christine Gardner,Consumer,0.04,William,Low,2012,Qtr 2,May,5,1,Office Supplies,Small Box,Vinyl Sectional Post Binders,Binders and Binder Accessories,56.890499999999996,WEST,82.45,2012,Qtr 2,May,7,Express Air,2.99,California,37.7,1
Santa Monica,701,Christine Gardner,Consumer,0.09,William,Low,2012,Qtr 4,December,6,1,Office Supplies,Large Box,Safco Industrial Wire Shelving,Storage & Organization,-252.845,WEST,866.55,2012,Qtr 4,December,8,Regular Air,35,California,95.99,1
Santa Monica,701,Christine Gardner,Consumer,0.02,William,Low,2012,Qtr 4,December,6,1,Technology,Small Box,SC7868i,Telephones and Communication,1228.1654999999998,WEST,1779.95,2012,Qtr 4,December,6,Regular Air,8.99,California,125.99,1
Santa Monica,701,Christine Gardner,Consumer,0.04,William,Low,2013,Qtr 4,December,13,1,Furniture,Jumbo Box,Hon iLevel™ Computer Training Table,Tables,-42.49391999999999,WEST,67.96,2013,Qtr 4,December,15,Delivery Truck,45.51,California,31.76,1
Santa Rosa,702,Kelly O'Connor,Consumer,0.03,William,Low,2010,Qtr 2,April,23,1,Office Supplies,Small Box,Xerox 1954,Paper,-16.67,WEST,6.5,2010,Qtr 2,April,24,Regular Air,5.61,California,5.28,1
Santa Rosa,702,Kelly O'Connor,Consumer,0.1,William,Low,2010,Qtr 2,June,30,1,Office Supplies,Small Box,Filing/Storage Totes and Swivel Casters,Storage & Organization,-95.816,WEST,67.91,2010,Qtr 3,July,3,Regular Air,9.45,California,9.71,1
Santa Rosa,702,Kelly O'Connor,Consumer,0.09,William,Low,2010,Qtr 2,June,30,1,Office Supplies,Wrap Bag,"*Staples* vLetter Openers, 2/Pack","Scissors, Rulers and Trimmers",-17.528,WEST,20.79,2010,Qtr 3,July,1,Regular Air,1.32,California,3.68,1
Santa Rosa,702,Kelly O'Connor,Consumer,0.01,William,Low,2010,Qtr 2,June,30,1,Office Supplies,Wrap Bag,"Staples Vinyl Coated Paper Clips, 800/Box",Rubber Bands,46.440000000000005,WEST,68.56,2010,Qtr 3,July,1,Regular Air,2.82,California,7.89,1
Santa Rosa,702,Kelly O'Connor,Consumer,0.07,William,Low,2012,Qtr 3,August,6,1,Technology,Small Pack,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",Computer Peripherals,-19.9888,WEST,16.72,2012,Qtr 3,August,8,Regular Air,4.32,California,4.98,1
Santa Rosa,702,Kelly O'Connor,Consumer,0.01,William,Low,2012,Qtr 4,December,25,1,Furniture,Jumbo Drum,Hon Valutask™ Swivel Chairs,Chairs & Chairmats,-296.9,WEST,2437.28,2012,Qtr 4,December,27,Delivery Truck,45,California,100.98,1
Santa Rosa,702,Kelly O'Connor,Consumer,0.08,William,Low,2012,Qtr 4,December,25,1,Office Supplies,Small Box,Avery 510,Labels,41.8623,WEST,60.67,2012,Qtr 4,December,27,Regular Air,0.5,California,3.75,1
Sarasota,3081,Constance Ivey,Home Office,0.05,Sam,Low,2011,Qtr 3,August,20,1,Technology,Medium Box,Bell Sonecor JB700 Caller ID,Telephones and Communication,-238.74620000000004,SOUTH,129.38,2011,Qtr 3,August,20,Regular Air,5.03,Florida,7.99,1
Sarasota,3081,Constance Ivey,Home Office,0.1,Sam,Low,2012,Qtr 4,October,21,1,Technology,Small Box,PC Concepts 116 Key Quantum 3000 Keyboard,Computer Peripherals,-628.0400000000001,SOUTH,614.13,2012,Qtr 4,October,23,Regular Air,5.5,Florida,32.98,1
Sarasota,3081,Constance Ivey,Home Office,0.01,Sam,Low,2013,Qtr 1,January,26,1,Office Supplies,Wrap Bag,Sanford Pocket Accent® Highlighters,Pens & Art Supplies,1025.3039999999999,SOUTH,20.7,2013,Qtr 1,January,30,Regular Air,1.29,Florida,1.6,1
Sarasota,3081,Constance Ivey,Home Office,0.08,Sam,Low,2013,Qtr 1,January,26,1,Technology,Jumbo Drum,Epson LQ-570e Dot Matrix Printer,Office Machines,-51.058,SOUTH,258.8,2013,Qtr 1,February,2,Delivery Truck,28.06,Florida,270.97,1
Sarasota,3081,Constance Ivey,Home Office,0.05,Sam,Low,2013,Qtr 2,May,18,1,Furniture,Jumbo Drum,"Global Stack Chair without Arms, Black",Chairs & Chairmats,4.644,SOUTH,377.85,2013,Qtr 2,May,19,Delivery Truck,14.36,Florida,25.98,1
Sarasota,3091,Norman Maxwell,Corporate,0.02,Sam,Low,2012,Qtr 2,May,28,1,Office Supplies,Small Box,Avery 52,Labels,-87.402,SOUTH,67.18,2012,Qtr 2,May,30,Express Air,0.5,Florida,3.69,1
Sarasota,3156,Norman Ward,Consumer,0.03,Sam,Low,2012,Qtr 1,January,19,1,Technology,Wrap Bag,Accessory21,Telephones and Communication,1652.4969,SOUTH,69.22,2012,Qtr 1,January,21,Regular Air,0.99,Florida,20.99,1
Sarasota,3156,Norman Ward,Consumer,0.07,Sam,Low,2012,Qtr 1,February,26,1,Office Supplies,Small Box,Xerox 198,Paper,348.198,SOUTH,21.86,2012,Qtr 1,February,27,Regular Air,8.33,Florida,4.98,1
Sarasota,3156,Norman Ward,Consumer,0.1,Sam,Low,2013,Qtr 4,December,12,1,Furniture,Jumbo Drum,Novimex Swivel Fabric Task Chair,Chairs & Chairmats,89.69879999999999,SOUTH,2983.03,2013,Qtr 4,December,14,Delivery Truck,30,Florida,150.98,1
Sarasota,3156,Norman Ward,Corporate,0.09,Sam,Low,2012,Qtr 3,July,18,1,Technology,Small Box,T39m,Telephones and Communication,-171.6638,SOUTH,1599.93,2012,Qtr 3,July,20,Regular Air,3.9,Florida,155.99,1
Saratoga,703,Victor Knox,Consumer,0.09,William,Low,2011,Qtr 4,December,15,1,Office Supplies,Wrap Bag,"""While you Were Out"" Message Book, One Form per Page",Paper,-0.53,WEST,22.1,2011,Qtr 4,December,17,Regular Air,1.93,California,3.71,1
Saratoga,945,Stephanie Sun Perry,Home Office,0.03,William,Low,2010,Qtr 3,September,6,1,Office Supplies,Small Box,GBC Wire Binding Strips,Binders and Binder Accessories,-4.300999999999994,WEST,98.7,2010,Qtr 3,September,6,Regular Air,12.62,California,31.74,1
Saratoga,945,Stephanie Sun Perry,Home Office,0.04,William,Low,2011,Qtr 4,November,20,1,Furniture,Large Box,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Office Furnishings,930.8168999999999,WEST,1349.01,2011,Qtr 4,November,20,Regular Air,24.49,California,105.34,1
Saratoga,945,Stephanie Sun Perry,Home Office,0.06,William,Low,2012,Qtr 4,November,14,1,Furniture,Small Box,Eldon Expressions Mahogany Wood Desk Collection,Office Furnishings,6.994000000000007,WEST,86.42,2012,Qtr 4,November,14,Regular Air,5.22,California,6.24,1
Saratoga,945,Stephanie Sun Perry,Home Office,0.02,William,Low,2013,Qtr 2,April,7,1,Office Supplies,Wrap Bag,Plymouth Boxed Rubber Bands by Plymouth,Rubber Bands,-7.97,WEST,5.2,2013,Qtr 2,April,8,Regular Air,0.7,California,4.71,1
Saratoga,945,Stephanie Sun Perry,Home Office,0.01,William,Low,2013,Qtr 2,April,10,1,Furniture,Jumbo Box,Bretford CR8500 Series Meeting Room Furniture,Tables,1112.4594,WEST,1612.26,2013,Qtr 2,April,12,Delivery Truck,42.52,California,400.98,1
Sayreville,2607,Jim Day Decker,Corporate,0.04,Erin,Low,2012,Qtr 4,October,5,1,Office Supplies,Small Box,"Tenex Personal Project File with Scoop Front Design, Black",Storage & Organization,-18.3492,EAST,54.28,2012,Qtr 4,October,7,Regular Air,4.51,New Jersey,13.48,1
Scarsdale,3022,Patsy Langley,Corporate,0.06,Erin,Low,2011,Qtr 3,September,17,1,Furniture,Jumbo Box,Bevis 36 x 72 Conference Tables,Tables,-300.854983,EAST,2505.22,2011,Qtr 3,September,19,Delivery Truck,51.94,New York,124.49,1
Scarsdale,3022,Patsy Langley,Corporate,0,Erin,Low,2011,Qtr 3,September,17,1,Office Supplies,Small Box,GBC Imprintable Covers,Binders and Binder Accessories,43.6815,EAST,152.26,2011,Qtr 3,September,19,Regular Air,5.14,New York,10.98,1
Scarsdale,3022,Patsy Langley,Corporate,0.09,Erin,Low,2013,Qtr 1,January,30,1,Technology,Small Pack,Accessory31,Telephones and Communication,-110.27940000000001,EAST,28.4,2013,Qtr 1,February,1,Regular Air,0.99,New York,35.99,1
Scarsdale,3022,Patsy Langley,Corporate,0.05,Erin,Low,2013,Qtr 4,December,29,1,Office Supplies,Small Box,"Avery® Durable Plastic 1"" Binders",Binders and Binder Accessories,-48.63230399999999,EAST,90.9,2013,Qtr 4,December,30,Regular Air,5.83,New York,4.54,1
Schenectady,3092,Eric Dennis,Corporate,0.09,Erin,Low,2011,Qtr 3,July,27,1,Furniture,Jumbo Drum,Hon Comfortask® Task/Swivel Chairs,Chairs & Chairmats,-227.51,EAST,217.44,2011,Qtr 3,July,29,Delivery Truck,30,New York,113.98,1
Schenectady,3092,Eric Dennis,Corporate,0.03,Erin,Low,2012,Qtr 3,September,19,1,Technology,Small Box,Timeport L7089,Telephones and Communication,-126.445,EAST,562.12,2012,Qtr 3,September,21,Express Air,7.69,New York,125.99,1
Schenectady,3092,Eric Dennis,Corporate,0.08,Erin,Low,2012,Qtr 4,October,4,1,Technology,Small Pack,Accessory28,Telephones and Communication,-305.88624000000004,EAST,47.99,2012,Qtr 4,October,6,Regular Air,2.5,New York,55.99,1
Schenectady,3092,Eric Dennis,Corporate,0.05,Erin,Low,2012,Qtr 4,October,4,1,Technology,Small Pack,TDK 4.7GB DVD+RW,Computer Peripherals,-47.9412,EAST,15.85,2012,Qtr 4,October,6,Regular Air,1.99,New York,14.48,1
Schenectady,3092,Eric Dennis,Corporate,0.08,Erin,Low,2013,Qtr 3,July,14,1,Office Supplies,Small Box,Storex DuraTech Recycled Plastic Frosted Binders,Binders and Binder Accessories,-9.418224,EAST,6.65,2013,Qtr 3,July,21,Regular Air,5.41,New York,4.24,1
Schenectady,3092,Eric Dennis,Corporate,0.05,Erin,Low,2013,Qtr 3,September,23,1,Furniture,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,683.6184000000001,EAST,3227.3,2013,Qtr 3,September,25,Delivery Truck,30,New York,160.98,1
Scotch Plains,2664,Frank Hartman,Small Business,0.04,Erin,Low,2013,Qtr 3,September,15,1,Office Supplies,Small Box,Xerox 1881,Paper,4.2228,EAST,81.06,2013,Qtr 3,September,17,Express Air,6.47,New Jersey,12.28,1
Scottsdale,811,Brett Sparks,Corporate,0.1,William,Low,2012,Qtr 3,September,9,1,Technology,Small Box,TimeportP7382,Telephones and Communication,501.543,WEST,2048.57,2012,Qtr 3,September,10,Regular Air,8.99,Arizona,205.99,1
Scottsdale,880,Ellen Beck,Small Business,0.07,William,Low,2010,Qtr 1,March,25,1,Office Supplies,Small Box,Staples Standard Envelopes,Envelopes,18.6438,WEST,27.02,2010,Qtr 1,March,27,Regular Air,1.39,Arizona,5.68,1
Scottsdale,880,Ellen Beck,Small Business,0.06,William,Low,2010,Qtr 1,March,25,1,Office Supplies,Small Box,Xerox 1964,Paper,-31.24,WEST,27.67,2010,Qtr 1,March,27,Regular Air,11.54,Arizona,22.84,1
Scottsdale,880,Ellen Beck,Small Business,0.02,William,Low,2012,Qtr 2,May,25,1,Office Supplies,Wrap Bag,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Paper,13.83,WEST,43.25,2012,Qtr 2,May,27,Regular Air,3.1,Arizona,6.69,1
Scottsdale,880,Ellen Beck,Small Business,0.08,William,Low,2013,Qtr 1,March,26,1,Technology,Small Box,Fellowes EZ Multi-Media Keyboard,Computer Peripherals,-138.84,WEST,34.39,2013,Qtr 1,March,29,Regular Air,7.53,Arizona,34.98,1
Scottsdale,880,Ellen Beck,Small Business,0.03,William,Medium,2012,Qtr 2,May,25,1,Technology,Large Box,Canon PC1080F Personal Copier,Copiers and Fax,4770.6945,WEST,6914.05,2012,Qtr 2,May,26,Regular Air,24.49,Arizona,599.99,1
Secaucus,3294,Nina Perkins,Corporate,0.09,Erin,Low,2013,Qtr 2,April,12,1,Office Supplies,Small Box,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Appliances,1172.4894,EAST,1699.26,2013,Qtr 2,April,12,Regular Air,0.99,New Jersey,207.48,1
